"","spp","countryCode","stateProvince","locality","lon","lat"
"30144","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Caminho para a Cachoeira do Buração",-41.148611,-13.322778
"30145","Zeyheria tuberculosa ","BR","Bahia","Chapada Diamantina, Catolés caminho para Barriguda",-41.833333,-13.283333
"30146","Cordia trichotoma ","BR","Bahia","24km da BR 242, sentido Brotas de Macaúbas.",-42.568056,-12.098333
"30147","Anadenanthera peregrina ","BR","Bahia","Oeste, Margem do rio Corrente",-44.198056,-13.401667
"30148","Peltophorum dubium ","BR","Bahia","Oeste, Próximo ao rio Itaguari",-44.436111,-14.270833
"30149","Genipa americana ","BR","Bahia","Oeste, Faz. Capitão da Mata",-44.661111,-14.392778
"30150","Pterogyne nitens ","BR","Bahia","Oeste, Próximo ao rio Itaguari",-44.436111,-14.270833
"30151","Genipa americana ","BR","Bahia","Médio São Francisco, Na margem do Rio Carinhanha",-44.2125,-14.231667
"30152","Copaifera langsdorffii ","BR","Bahia","Médio São Francisco, Na margem do Rio Carinhanha",-44.2125,-14.231667
"30153","Cordia trichotoma ","BR","Bahia","Médio São Francisco, Na margem do Rio Carinhanha",-44.2125,-14.231667
"30154","Inga vera ","BR","Bahia","Médio São Francisco, Margem próximo a Foz",-43.784444,-14.336389
"30155","Copaifera langsdorffii ","BR","Bahia","Médio São Francisco, Próximo ao Rio Carinhanha",-44.2125,-14.231667
"30156","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Próximo ao rio Paraguaçu",-41.316667,-12.8
"30157","Senna multijuga ","BR","Bahia","Litoral Sul, Fargmento do Corte Alto. Parcela 01, N° 810",-39.133333,-13.716667
"30158","Lecythis pisonis ","BR","Bahia","Litoral Sul, Fargmento do Pancada Grande. Parcela 6, Nº 704",-39.133333,-13.716667
"30159","Croton floribundus ","BR","Bahia","Litoral Sul, Fargmento do Pancada Grande",-39.133333,-13.716667
"30160","Croton floribundus ","BR","Bahia","Litoral Sul, Fargmento do Corte Alto. Parcela 17, Nº 122",-39.133333,-13.716667
"30161","Croton floribundus ","BR","Bahia","Litoral Sul, Fargmento do Corte Alto. Parcela 19, Nº 161",-39.133333,-13.716667
"30162","Bixa orellana ","BR","Bahia","Vilas do Atlântico",-38.316667,-12.683333
"30163","Carica papaya ","BR","Bahia","Recôncavo Sul, Janilda",-38.85,-12.533333
"30164","Cajanus cajan ","BR","Bahia","Recôncavo Sul, Janilda",-38.85,-12.533333
"30165","Bixa orellana ","BR","Bahia","Recôncavo Sul, Janilda",-38.85,-12.533333
"30166","Zeyheria tuberculosa ","BR","Bahia","Piemonte da Diamantina, Entorno do Parque de Sete passagens. Sapucaia Ponto 230",-40.523333,-11.452222
"30167","Genipa americana ","BR","Bahia","Piemonte da Diamantina, Entorno do Parque Sete Passagens, Água Branca Ponto 225",-40.583056,-11.381111
"30168","Guazuma ulmifolia ","BR","Bahia","Piemonte da Diamantina, Entorno do Parque Sete Passagens. Ponto 220",-40.553056,-11.356111
"30169","Peltophorum dubium ","BR","Bahia","Piemonte da Diamantina, Entorno do Parque Sete Passagens. Ponto 220",-40.553056,-11.356111
"30170","Genipa americana ","BR","Bahia","Piemonte da Diamantina, Entorno da Entrada do Parque Sete Passagens. Ponto nº 217",-40.552778,-11.39
"30171","Pterogyne nitens ","BR","Bahia","Piemonte da Diamantina, Entorno da Entrada do Parque Sete Passagens. Ponto nº 01",-40.546389,-11.939722
"30172","Cordia superba ","BR","Bahia","Piemonte da Diamantina, Caminho da Vila do Ventura para Cidade das Pedras",-41.016667,-11.666667
"30173","Peltophorum dubium ","BR","Bahia","Paraguaçu, Caminho para Morro do Chapéu",-40.491667,-11.897222
"30174","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Cachoeira do Ferro doido",-41.15,-11.55
"30175","Maclura tinctoria ","BR","Bahia","Piemonte da Diamantina, Ventura",-41.020833,-11.671667
"30176","Guazuma ulmifolia ","BR","Bahia","Piemonte da Diamantina, Ventura para a Cidade das Pedras",-41.013889,-11.6775
"30177","Maclura tinctoria ","BR","Bahia","Piemonte da Diamantina, Ventura para a Cidade das Pedras",-41.013889,-11.6775
"30178","Pterogyne nitens ","BR","Bahia","Paraguaçu, Caminho para Morro do Chapéu",-39.7375,-12.145278
"30179","Apuleia leiocarpa ","BR","Bahia","Chapada Diamantina, Ouro Verde para Caetité",-41.65,-13.233333
"30180","Myrsine guianensis ","BR","Bahia","Chapada Diamantina, Fazenda Beija Flor",-41.6,-13.15
"30181","Hymenaea courbaril ","BR","Bahia","Oeste, APA-Bacia do Rio de Janeiro, Povoado Vau do Teiú",-44.983333,-12.15
"30182","Genipa americana ","BR","Bahia","Oeste, APA-Bacia do Rio de Janeiro, Povoado Vau do Teiú",-44.983333,-12.15
"30183","Copaifera langsdorffii ","BR","Bahia","Oeste, APA-Bacia do Rio de Janeiro, Povoado Vau do Teiú",-44.983333,-12.15
"30184","Zeyheria tuberculosa ","BR","Bahia","Chapada Diamantina",-41.65,-13.233333
"30185","Hymenaea courbaril ","BR","Bahia","Piemonte da Diamantina, Trilha para a grota de Dona Antônia. Ponto 200",-40.516667,-11.333333
"30186","Hymenaea courbaril ","BR","Bahia","Chapada Diamantina, 44 km de Mucugê, em afloramento rochoso.",-41.345278,-13.001389
"30187","Cordia trichotoma ","BR","Bahia","Nordeste",-39.316667,-10.433333
"30188","Alchornea glandulosa iricurana","BR","Bahia","Oeste",-44.942778,-11.014444
"30189","Alchornea glandulosa iricurana","BR","Bahia","Oeste",-44.942778,-11.014444
"30190","Apuleia leiocarpa ","BR","Bahia","Recôncavo Sul",-39.6,-13.016667
"30191","Genipa americana ","BR","Bahia","Recôncavo Sul",-39.6,-13.016667
"30192","Cordia trichotoma ","BR","Bahia","Recôncavo Sul, Fazenda Acajú",-39.6,-13.016667
"30193","Cordia superba ","BR","Bahia","Recôncavo Sul",-39.6,-13.016667
"30194","Cordia trichotoma ","BR","Bahia","Recôncavo Sul",-39.6,-13.016667
"30195","Senegalia polyphylla ","BR","Bahia","Chapada Diamantina, Malhada de Areia de Baixo.",-41.874444,-13.245278
"30196","Genipa americana ","BR","Bahia","Rio Jacuípe",-38.316667,-12.683333
"30197","Copaifera langsdorffii ","BR","Bahia","Chapada Diamantina, Caminho de Catolés/Piatã",-41.65,-13.233333
"30198","Copaifera langsdorffii ","BR","Bahia","Chapada Diamantina",-41.766667,-13.15
"30199","Guazuma ulmifolia ","BR","Bahia","Oeste, Mata seca: arbustivo-arboea",-44.98,-11.009167
"30200","Enterolobium contortisiliquum ","BR","Bahia","Oeste, mata ciliar",-44.942778,-11.014444
"30201","Copaifera langsdorffii ","BR","Bahia","Oeste, Nas margens da Varzea do Anil",-44.95,-11.966667
"30202","Guazuma ulmifolia ","BR","Bahia","Oeste, Nas margens da Varzea do Anil",-44.95,-11.966667
"30203","Maclura tinctoria ","BR","Bahia","Oeste, Carrasco",-44.95,-10.966667
"30204","Copaifera langsdorffii ","BR","Bahia","Oeste, Vereda do estreitinho",-44.95,-10.966667
"30205","Zeyheria tuberculosa ","BR","Bahia","Oeste, Fazenda Ingazeira",-44.95,-10.966667
"30206","Hymenaea courbaril ","BR","Bahia","Oeste, Caminho para a Varzea do Anil",-44.95,-10.966667
"30207","Apuleia leiocarpa ","BR","Bahia","Chapada Diamantina, Caminho de Catolés para Piatã depois da Barriguda",-41.757778,-13.245278
"30208","Cordia trichotoma ","BR","Bahia","Noroeste, Sítio do Jaime",-39,-10.5
"30209","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina",-41.890556,-13.080278
"30210","Copaifera langsdorffii ","BR","Bahia","Chapada Diamantina, Fazenda Caraíbas",-41.423611,-13.160556
"30211","Copaifera langsdorffii ","BR","Bahia","Chapada Diamantina, Fazenda Caraíbas",-41.423611,-13.160556
"30212","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Próximo ao Rio Mucugezinho",-41.383333,-12.55
"30213","Persea americana ","BR","Bahia","Litoral Norte, Lagoa Seca",-38.4,-12.166667
"30214","Panicum maximum ","BR","Bahia","Piemonte da Diamantina, Lages",-41.15,-11.55
"30215","Panicum maximum ","BR","Bahia","Piemonte da Diamantina, Lages",-41.15,-11.55
"30216","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Cachoeira do Ferro Doido",-41.15,-11.55
"30217","Myrsine guianensis ","BR","Bahia","Piemonte da Diamantina, Morrinho",-41.15,-11.55
"30218","Guazuma ulmifolia ","BR","Bahia","Piemonte da Diamantina, Arredores de Itaitu",-40.480278,-11.310833
"30219","Hymenaea courbaril ","BR","Bahia","Noroeste",-39.383333,-10.6
"30220","Senegalia polyphylla ","BR","Bahia","Nordeste, Caminho para Ribeira do Amparo",-39.533333,-10.833333
"30221","Apuleia leiocarpa ","BR","Bahia","Litoral Norte",-37.725,-12.040833
"30222","Myrsine guianensis ","BR","Bahia","Chapada Diamantina, ca 33 km de Seabra - Estrada para Morro do Camelo",-41.478056,-12.424167
"30223","Apuleia leiocarpa ","BR","Bahia","Litoral Norte",-37.715556,-12.046944
"30224","Myrsine guianensis ","BR","Bahia","Serra Geral, 18km da cidade Estrada indo para Brejinho das Ametistas",-42.505278,-14.088611
"30225","Copaifera langsdorffii ","BR","Bahia","Serra Geral, Estrada para Brejinho das Ametistas, ca. 3Km. da cidade",-42.502778,-14.184444
"30226","Zeyheria tuberculosa ","BR","Bahia","Sudoeste, Estrada Maracás, Contendas do Sincorá",-40.537222,-13.490556
"30227","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Subida para o Pati",-41.346111,-12.806389
"30228","Myrsine guianensis ","BR","Bahia","Chapada Diamantina, Subida para o Pati",-41.346111,-12.806389
"30229","Croton floribundus ","BR","Bahia","Extremo Sul, RPPN Veracel",-39.016667,-16.266667
"30230","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Piabinha",-41.25,-12.991111
"30231","Joannesia princeps ","BR","Bahia","Guarajuba",-38.316667,-12.683333
"30232","Myrsine guianensis ","BR","Paraná","Fazenda Chapada Santo Antônio.",-49.816667,-24.15
"30233","Cordia trichotoma ","BR","Bahia","Monte Taboa, ca. 2km da cidade.",-40.509167,-11.190556
"30234","Cordia superba ","BR","Bahia","Recôncavo",-38.380833,-12.541111
"30235","Guazuma ulmifolia ","BR","Bahia","Barra de Pojuca",-38.316667,-12.683333
"30236","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Rio do Ferro doido. ca de 18 Km a leste da cidade, na Br 052",-41.15,-11.55
"30237","Cordia trichotoma ","BR","Bahia","Ca. 14km N de Monte Santo, na estrada para Uauá.",-39.316667,-10.433333
"30238","Mangifera indica ","BR","Bahia","Litoral Norte, Narandiba",-38.416667,-12.133333
"30239","Cordia trichotoma ","BR","Bahia","Monte Taboa, ca. 2km da cidade.",-40.509167,-11.190556
"30240","Pouteria caimito ","BR","Bahia","Litoral Sul, Assentamento Vitorópolis",-39.066667,-15.283333
"30241","Bixa orellana ","BR","Bahia","Litoral Sul",-39.466667,-13.683333
"30242","Hymenaea courbaril ","BR","Bahia","Oeste, Caminho para Estivas",-44.966667,-12.35
"30243","Joannesia princeps ","BR","Bahia","Litoral Sul, , Assentamento Oziel Alves",-39.6325,-13.618889
"30244","Senna multijuga ","BR","Bahia","Litoral Sul, Fazenda Jubiab , Assentamento Lucas Dantas",-39.133333,-13.716667
"30245","Cordia trichotoma ","BR","Bahia","Litoral Sul, Assentamento Coroa Verde, ponto 1",-39.613056,-14.179722
"30246","Copaifera langsdorffii ","BR","Bahia","Litoral Sul, Assentamento Bom Gosto, cachoeira",-39.116667,-14.683333
"30247","Senna multijuga ","BR","Bahia","Litoral Sul, Assentamento Bom Gosto, cachoeira",-39.116667,-14.683333
"30248","Croton floribundus ","BR","Bahia","Litoral Sul, Assentamento Bom Gosto.",-39.116667,-14.683333
"30249","Guazuma ulmifolia ","BR","Bahia","Monte Gordo",-38.316667,-12.683333
"30250","Dalbergia nigra ","BR","Bahia","Litoral Sul, Assentamento Limoeiro, proximidades da sede, área de reserva",-39.286389,-13.9925
"30251","Maclura tinctoria ","BR","Bahia","Sudoeste, Assentamento Palestina, área de reserva",-39.813333,-13.407778
"30252","Croton floribundus ","BR","Bahia","Litoral Sul, Assentamento Limoeiro, proximidades da sede Patioba",-39.266389,-13.953611
"30253","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Gruta do galo",-40.511667,-11.181944
"30254","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Barro Bananeira, Mata Ciliar de Grotão",-40.498056,-11.180278
"30255","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Barro Bananeira, Mata Ciliar de Grotão",-40.498056,-11.180278
"30256","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Bairro Bananeira.",-40.498056,-11.180278
"30257","Pterogyne nitens ","BR","Bahia","Piemonte da Diamantina, Bairro Grotinha",-40.507222,-11.195833
"30258","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Bairro Grotinha",-40.507222,-11.195833
"30259","Guazuma ulmifolia ","BR","Bahia","Piemonte da Diamantina, Bairro Grotinha",-40.507222,-11.195833
"30260","Senna multijuga ","BR","Bahia","Litoral Sul, Assentamento Mirante",-39.349722,-13.905556
"30261","Maclura tinctoria ","BR","Bahia","Paraguaçu, margem do Rio Água Branca",-40.5625,-12.071111
"30262","Pterogyne nitens ","BR","Bahia","Paraguaçu, margem do Rio Água Branca",-40.56,-12.067778
"30263","Alchornea triplinervia ","BR","Bahia","Litoral Sul, Assentamento Oricó",-39.349167,-14.133611
"30264","Senna multijuga lindleyana","BR","Bahia","Litoral Sul, Assentamento Oricó",-39.349167,-14.133611
"30265","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Serra do Cruzeiro",-40.481944,-11.206667
"30266","Guazuma ulmifolia ","BR","Bahia","Piemonte da Diamantina, Entre a Faz. Pé de Serra e o riacho do Caldeirão",-40.554444,-11.4075
"30267","Pterogyne nitens ","BR","Bahia","Oeste, Assentamento Thainá",-44.85,-12.6
"30268","Hymenaea courbaril ","BR","Bahia","Oeste, Assentamento Thainá",-44.85,-12.6
"30269","Hymenaea courbaril ","BR","Bahia","Oeste, Assentamento Thainá",-44.85,-12.6
"30270","Guazuma ulmifolia ","BR","Bahia","Oeste, Assentamento Thainá",-44.816667,-12.583333
"30271","Copaifera langsdorffii ","BR","Bahia","Oeste, Próximo a cachoeira Acaba Vida",-44.983333,-12.15
"30272","Panicum maximum ","BR","Bahia","Médio São Francisco, Caminho para Barreiras",-43.216667,-12.183333
"30273","Enterolobium contortisiliquum ","BR","Bahia","Médio São Francisco, Caminho para Barreiras",-43.216667,-12.183333
"30274","Alchornea triplinervia ","BR","Bahia","Piemonte da Diamantina, Serra da Paciência",-40.384722,-10.753333
"30275","Zeyheria tuberculosa ","BR","Bahia","Piemonte da Diamantina, Entre a Fazenda Pé de Serra e o riacho do Caldeirão.",-40.554444,-11.4075
"30276","Senegalia polyphylla ","BR","Bahia","Oeste, estrada para Itaquari, ca. 4 km W de Cocos, Pedra Preta.",-44.565278,-14.203611
"30277","Cordia superba ","BR","Bahia","C. 4km W de Nova Itarana, na estrada para Planaltino.",-40.146667,-13.099722
"30278","Zeyheria tuberculosa ","BR","Bahia","Chapada Diamantina, Assentamento Boqueirão, próximo ao Rio Bonito de Cima",-41.246944,-12.251389
"30279","Zeyheria tuberculosa ","BR","Bahia","Chapada Diamantina, Assentamento Boqueirão, área de lote",-41.283889,-12.241111
"30280","Cordia superba ","BR","Bahia","Chapada Diamantina, Assentamento Araruna, à margem do Rio Bonito de Cima. Área de reserva permanente",-41.284722,-12.2825
"30281","Senegalia polyphylla ","BR","Bahia","Paraguaçu, Assentamento Barra Verde, área de loteamento",-40.808056,-12.7925
"30282","Copaifera langsdorffii ","BR","Bahia","Chapada Diamantina, Assentamento Rio Bonito, área de reserva",-41.18,-12.34
"30283","Cordia superba ","BR","Bahia","Chapada Diamantina, Lençois/Wagner, Assentamento Rio Bonito, área de cultivo coletivo.",-41.159167,-12.344444
"30284","Peltophorum dubium ","BR","Bahia","Paraguaçu, Assentamento Baixão. Limite da fazenda margeando capoeira. Lote",-41.05,-13.116667
"30285","Maclura tinctoria ","BR","Bahia","Paraguaçu, Assentamento Baixão. Final (leste-sul),  rea de loteamento",-41.034722,-13.164444
"30286","Croton floribundus ","BR","Bahia","Paraguaçu, Assentamento Baixão, área de lote",-41.116389,-13.151667
"30287","Guazuma ulmifolia ","BR","Bahia","Paraguaçu, Assentamento Baixão. Margem esquerda do rio Una, final da mata ciliar. µrea de reserva",-41.108056,-13.149167
"30288","Genipa americana ","BR","Bahia","Paraguaçu, Assentamento Baixão. Margem esquerda do rio Una, final da mata ciliar. Área de reserva",-41.108056,-13.149167
"30289","Cordia trichotoma ","BR","Bahia","Km 15,6 do entrocamento da estrada para Brejinho das Ametista.",-42.461667,-13.225833
"30290","Plathymenia foliolosa ","BR","Bahia","Paraguaçu, Fazenda Baixão",-41.106667,-13.149167
"30291","Hymenaea courbaril ","BR","Bahia","Chapada Diamantina, Margem do rio Paraguaçu, assoreando",-41.16,-12.81
"30292","Genipa americana ","BR","Bahia","Chapada Diamantina, Margem do rio Paraguaçu, assoreando",-41.16,-12.81
"30293","Myrsine guianensis ","BR","Bahia","Chapada Diamantina, Foz do rio Capivara, situado a 14 Km de Lençóis, com acesso pela estrada de terra Lençóis/Andaraí. Localizado nos limites do Parque Nacional da Chapada Diamantina e a APA de Iraquara/Marimbus. Dissertação Mestrado em fitossociolog",-41.369167,-12.635556
"30294","Alchornea triplinervia ","BR","Bahia","Chapada Diamantina, Foz do rio Capivara, situado a 14 Km de Lençóis, com acesso pela estrada de terra Lençóis/Andaraí. Localizado nos limites do Parque Nacional da Chapada Diamantina e a APA de Iraquara/Marimbus. Dissertação Mestrado em fitossociolog",-41.369167,-12.635556
"30295","Mangifera indica ","BR","Bahia","Chapada Diamantina, Foz do rio Capivara, situado a 14 Km de Lençóis, com acesso pela estrada de terra Lençóis/Andaraí. Localizado nos limites do Parque Nacional da Chapada Diamantina e a APA de Iraquara/Marimbus. Dissertação Mestrado em fitossociolog",-41.369167,-12.635556
"30296","Alchornea triplinervia ","BR","Bahia","Irecê, À 35 Km de Barra do Mendes",-42.05,-11.8
"30297","Hymenaea courbaril ","BR","Bahia","Chapada Diamantina, 15 k de Ipupiara para Mussambê.",-42.6,-11.816667
"30298","Hymenaea courbaril ","BR","Bahia","Nordeste",-43.166667,-11.8
"30299","Cordia superba ","BR","Bahia","Litoral Norte, Fazenda Panema.",-38.383333,-12.55
"30300","Croton floribundus ","BR","Bahia","Médio São Francisco, Caminho para a torre, a 2 km",-43.266667,-11.55
"30301","Enterolobium contortisiliquum ","BR","Bahia","Irecê, Mirorós",-42,-11.633333
"30302","Apuleia leiocarpa ","BR","Bahia","Litoral Norte, Fazenda Buri, Trilha 13, parcela 02",-38.083333,-11.933333
"30303","Apuleia leiocarpa ","BR","Bahia","Litoral Norte, Fazenda Buri, Trilha 07, parcela 11",-38.083333,-11.933333
"30304","Genipa americana ","BR","Bahia","Litoral Norte, Fazenda Buri, Trilha 11, parcela 05",-38.083333,-11.933333
"30305","Croton floribundus ","BR","Bahia","Extremo Sul, Estação Veracruz",-39.016667,-16.266667
"30306","Lecythis pisonis ","BR","Bahia","Extremo Sul, Estação Veracruz",-39.016667,-16.266667
"30307","Paubrasilia echinata ","BR","Bahia","Extremo Sul, Estação Veracruz",-39.016667,-16.266667
"30308","Genipa americana ","BR","Bahia","Extremo Sul, Estação Veracruz",-39.016667,-16.266667
"30309","Panicum maximum ","BR","Bahia","Extremo Sul, Projeto Sapucaieira, parcela 02",-39.016667,-16.266667
